,address,date,district,municipality,price,area,rooms,floor
3502,Smörgatan 14,2014-04-11,Kallebäck,Göteborg,1905000,88.0,4.0,
3503,Miraallén 43,2014-04-11,Lundby,Göteborg,4600000,150.5,4.0,1.0
3504,Ingebäckslyckan 36,2014-04-11,Hisings Kärra,Göteborg,965000,62.0,2.0,1.0
3505,Föreningsgatan 5,2014-04-11,Vasastaden,Göteborg,4360000,88.0,3.0,3.0
3506,Skiftesgatan 4A,2014-04-10,Hisingen,Göteborg,1200000,37.0,1.0,3.0
3507,Stampgatan 58C,2014-04-10,Centrum,Göteborg,2300000,59.5,3.0,3.0
3508,Övre Djupedalsgatan 11C,2014-04-10,Linnéstaden,Göteborg,4150000,71.0,3.0,2.0
3509,Brämaregatan 1D,2014-04-10,Hisingen,Göteborg,2300000,60.0,3.0,3.0
3510,Björcksgatan 31B,2014-04-10,Kålltorp,Göteborg,1620000,53.0,2.0,2.0
3511,Lilla Munkebäcksgatan 7B,2014-04-10,Bagaregården,Göteborg,1690000,50.0,2.0,
3512,Vestagatan 11,2014-04-10,Nya Gårda,Göteborg,2450000,53.0,2.0,5.0
3513,Arvesgärde 6,2014-04-10,Tuve,Göteborg,920000,37.5,1.0,4.0
3514,Hagåkersgatan 12A,2014-04-10,Bosgården,Mölndal,1400000,56.0,2.0,3.0
3515,Stora Badhusgatan 30,2014-04-10,Kungshöjd,Göteborg,4200000,82.0,2.0,5.0
3516,Tredje Långgatan 5,2014-04-10,Linnéstaden,Göteborg,3850000,92.0,3.0,2.0
3517,Astris gata 72,2014-04-10,Eriksberg,Göteborg,3475000,100.0,4.0,2.0
3518,Ahrenbergsgatan 13B,2014-04-10,Munkebäck,Göteborg,1400000,37.0,1.0,2.0
3519,Amiralitetsgatan 11A,2014-04-10,Majorna,Göteborg,2200000,53.0,2.0,4.0
3520,Lammevallsgatan 44B,2014-04-10,Jungfruplatsen,Mölndal,1800000,70.0,3.0,
3521,Donsögatan 3C,2014-04-10,Kungsladugård,Göteborg,2220000,75.0,3.0,1.0
3522,Nordostpassagen 8,2014-04-10,Linnéstaden,Göteborg,1870000,52.0,1.5,
3523,Nordhemsgatan 67B,2014-04-10,Linné,Göteborg,1810000,31.0,1.0,2.0
3524,Ostgatan 18,2014-04-10,Kallebäck,Göteborg,2160000,121.0,5.0,8.0
3525,Vänortsgatan 2B,2014-04-10,Bosgården,Mölndal,1395000,74.0,3.0,1.0
3526,Barken Beatrices gata 22,2014-04-10,Lundby,Göteborg,2345000,75.5,2.0,
3527,Sjömilsgatan 14,2014-04-09,Västra Göteborg,Göteborg,2310000,109.0,5.0,3.0
3528,Oterdahlsgatan 9A,2014-04-09,Hisingen,Göteborg,780000,36.5,1.0,
3529,Kobergsgatan 19,2014-04-09,Strömmensberg,Göteborg,2200000,56.5,2.0,2.0
3530,Stabbegatan 47,2014-04-09,Björkekärr,Göteborg,1750000,53.0,2.0,2.0
3531,Lillekärr Norra 88,2014-04-09,Hisings Kärra,Göteborg,1670000,97.5,4.0,3.0
3532,Vegagatan 9,2014-04-09,Linnéstaden,Göteborg,2475000,77.0,2.5,2.0
3533,Rappedalsvägen 19D,2014-04-09,Angered,Göteborg,665000,120.5,4.0,
3534,Rörstrandsgatan 7B,2014-04-09,Hisingen-Kvilletorget,Göteborg,1510000,52.0,2.0,3.0
3535,Ernst Torulfsgatan 4B,2014-04-09,Munkebäck,Göteborg,1420000,45.0,2.0,
3536,Frödingsgatan 8A,2014-04-09,Strömmensberg,Göteborg,1820000,55.5,2.0,2.0
3537,Kobergsgatan 26,2014-04-09,Strömmensberg,Göteborg,1610000,45.0,2.0,2.0
3538,Blåhammarsgatan 17,2014-04-09,Härlanda,Göteborg,1500000,44.5,2.0,2.0
3539,Östra Eriksbergsgatan 83,2014-04-09,Eriksberg,Göteborg,2410000,68.0,3.0,
3540,Stampgatan 62,2014-04-09,Centrum,Göteborg,1900000,59.0,2.0,1.0
3541,Doktor Forselius gata 8,2014-04-09,Guldheden,Göteborg,2385000,81.5,4.0,
3542,Bäckegatan 27A,2014-04-09,Gamla Masthugget,Göteborg,2430000,58.0,2.0,1.0
3543,Rullharvsgatan 4C,2014-04-09,Bifrost,Mölndal,1560000,76.0,3.0,1.0
3544,Belegatan 5,2014-04-09,Eriksberg,Göteborg,2395000,64.5,3.0,2.0
3545,Bågskyttegatan 3D,2014-04-09,Göteborg,Mölndal,1660000,109.0,4.0,3.0
3546,Skäpplandsgatan 13,2014-04-09,Högsbo,Göteborg,1310000,56.0,2.0,
3547,Skogaberg 50,2014-04-09,Skogaberg,Göteborg,1495000,101.0,4.0,
3548,Rullharvsgatan 5A,2014-04-09,Bifrost,Mölndal,1630000,76.0,3.0,
3549,Toleredsgatan 21,2014-04-09,Slätta Damm,Göteborg,1195000,54.5,2.0,1.0
3550,Allmänna vägen 40D,2014-04-08,Majorna,Göteborg,2150000,61.5,3.0,2.0
3551,Plåtmyntsgatan 7,2014-04-08,Högsbotorp,Göteborg,1250000,29.0,1.0,2.0
3552,Nordostpassagen 37,2014-04-08,Linnéstaden,Göteborg,2800000,85.0,4.0,
3553,Prilyckegatan 125,2014-04-08,Hisings Kärra,Göteborg,785000,46.0,1.0,3.0
3554,Welandergatan 30,2014-04-08,Örgryte,Göteborg,4700000,120.0,5.0,2.0
3555,Lövskogsgatan 3A,2014-04-08,Guldheden,Göteborg,1920000,51.5,2.0,
3556,Raketgatan 5,2014-04-08,Alt Norra Guldheden,Göteborg,3800000,96.0,4.0,6.0
3557,Linnégatan 61,2014-04-08,Linnéstaden,Göteborg,2620000,50.0,2.0,
3558,Erik Dahlbergsgatan 28A,2014-04-08,Vasastaden,Göteborg,4700000,115.0,3.0,3.0
3559,Västergatan 4,2014-04-08,Vasastaden,Göteborg,4000000,108.0,5.0,
3560,Friggagatan 5A,2014-04-08,Stampen,Göteborg,2450000,83.0,3.0,5.0
3561,Bisittaregatan 1C,2014-04-07,Kålltorp,Göteborg,2270000,72.0,3.0,2.0
3562,Sägengatan 56,2014-04-07,Hisings Backa,Göteborg,705000,80.0,3.0,3.0
3563,Ostgatan 20,2014-04-07,Kallebäck,Göteborg,1430000,85.5,3.0,
3564,Värslevägen 33,2014-04-06,Askim Vita Fläcken,Göteborg,1500000,61.0,2.0,1.0
3565,Ostgatan 22,2014-04-05,Kallebäck,Göteborg,975000,29.0,1.0,8.0
3566,Molnvädersgatan 26,2014-04-05,Biskopsgården,Göteborg,820000,56.0,2.0,2.0
3567,Sankt Jörgens väg 28B,2014-04-05,Sankt Jörgen,Göteborg,1610000,66.0,2.0,4.0
3568,Linnégatan 78,2014-04-05,Linnéstaden,Göteborg,3500000,75.0,3.0,
3569,Vintervädersgatan 11,2014-04-05,Biskopsgården,Göteborg,905000,63.0,2.0,4.0
3570,Kamomillvägen 42,2014-04-05,Hisingen Hildedal,Göteborg,1750000,77.0,2.0,
3571,Banérsgatan 14D,2014-04-05,Gamlestaden,Göteborg,1310000,51.0,2.0,
3572,Topasgatan 66,2014-04-04,Västra Frölunda,Göteborg,1055000,70.0,3.0,3.0
3573,Östra Eriksbergsgatan 84,2014-04-04,Eriksberg,Göteborg,1650000,31.0,1.0,5.0
3574,Råstensgatan 42A,2014-04-04,Östra Centrum,Göteborg,1470000,37.0,1.0,
3575,Fredriksdalsgatan 5A,2014-04-04,Fredriksdal,Göteborg,1620000,52.0,2.0,
3576,Kallebäcksvägen 11B,2014-04-04,Kallebäck,Göteborg,1200000,59.5,2.0,1.0
3577,Brunnehagen 34,2014-04-04,Tuve,Göteborg,750000,40.0,1.5,
3578,Doktor Forselius gata 6,2014-04-04,Guldheden,Göteborg,3530000,120.0,6.0,
3579,Björkåsgatan 16,2014-04-04,Centrum,Mölndal,2650000,128.0,4.0,
3580,Hyggesvägen 7C,2014-04-04,Furulund,Partille,1560000,70.0,2.0,
3581,Doktor Forselius gata 14,2014-04-04,Guldheden,Göteborg,2150000,81.5,4.0,
3582,Sankt Jörgens väg 10B,2014-04-04,Sankt Jörgen,Göteborg,2050000,97.0,4.0,6.0
3583,Tredje Långgatan 39,2014-04-04,Linné,Göteborg,2330000,53.0,2.0,2.0
3584,Pilfinksgatan 5,2014-04-04,Örgryte,Göteborg,2670000,65.0,3.0,3.0
3585,Masthuggsliden 14,2014-04-04,Masthugget,Göteborg,2140000,56.5,2.0,4.0
3586,Ahrenbergsgatan 4G,2014-04-04,Munkebäck,Göteborg,1255000,43.0,1.0,2.0
3587,Karl Johansgatan 61,2014-04-04,Majorna,Göteborg,3315000,85.0,3.0,4.0
3588,Fribergsgatan 8,2014-04-04,Johanneberg,Göteborg,2410000,73.0,3.0,
3589,Varmfrontsgatan 10,2014-04-04,Biskopsgården,Göteborg,1660000,70.0,3.0,
3590,Örnehufvudsgatan 3,2014-04-04,Johanneberg,Göteborg,2600000,75.0,3.0,1.0
3591,Nylänningen 2,2014-04-04,Skintebo,Göteborg,1780000,70.0,3.0,
3592,Övralidsgatan 25,2014-04-03,Hisings Backa,Göteborg,940000,80.0,3.0,
3593,Sagogången 22,2014-04-03,Hisings Backa,Göteborg,1120000,96.5,4.0,1.0
3594,Mattssonsliden 22,2014-04-03,Masthugget,Göteborg,3800000,110.0,4.0,1.0
3595,Träringen 84,2014-04-03,Björkekärr,Göteborg,1585000,54.0,2.0,2.0
3596,Eklandagatan 67C,2014-04-03,Johanneberg,Göteborg,2025000,52.0,2.0,1.0
3597,Carl Skottsbergs gata 130B,2014-04-03,Änggården,Göteborg,2275000,60.0,2.0,1.0
3598,Falkenbergsgatan 13B,2014-04-03,Johanneberg,Göteborg,1900000,67.5,3.0,3.0
3599,Fastlagsgatan 1,2014-04-03,Kortedala,Göteborg,1000000,55.0,2.0,2.0
3600,Karin Boyes gata 5,2014-04-03,Prippska Tomten,Göteborg,2850000,68.0,2.0,4.0
3601,Ingenjörsgatan 3,2014-04-03,Kungshöjd,Göteborg,2580000,58.0,2.0,1.0
3602,Karlagatan 10B,2014-04-03,Östra Centrum,Göteborg,2180000,62.0,2.0,3.0
3603,Önskevädersgatan 53,2014-04-03,Biskopsgården,Göteborg,670000,60.0,2.0,2.0
3604,Bildradiogatan 4,2014-04-03,Järnbrott,Göteborg,1290000,67.5,3.0,
3605,Såggatan 56D,2014-04-03,Majorna,Göteborg,1925000,55.0,2.0,2.0
3606,Kaptensgatan 24D,2014-04-03,Majorna,Göteborg,3400000,95.0,3.0,2.0
3607,Sergelsgatan 2C,2014-04-03,Lunden,Göteborg,1595000,47.5,2.0,
3608,Stabbegatan 69,2014-04-03,Östra Centrum,Göteborg,2330000,80.0,4.0,3.0
3609,De Geersgatan 9A,2014-04-03,Östra Centrum,Göteborg,2760000,73.5,4.0,3.0
3610,Fanjunkaregatan 2A,2014-04-03,Gamlestaden,Göteborg,960000,36.0,1.0,
3611,Dalheimersgatan 4B,2014-04-03,Norra Guldheden,Göteborg,2840000,64.0,2.5,1.0
3612,Haråsgatan 19,2014-04-03,Majorna,Göteborg,3050000,74.0,3.0,3.0
3613,Kvadrantgatan 58,2014-04-03,Bergsjön,Göteborg,700000,81.0,3.0,
3614,Ålandsgatan 4,2014-04-03,Nedre Johanneberg,Göteborg,4550000,110.0,3.0,5.0
3615,Fastlagsgatan 2,2014-04-03,Kortedala,Göteborg,1200000,65.5,3.0,
3616,Sofiagatan 58A,2014-04-02,Strömmensberg,Göteborg,3175000,110.5,4.0,2.0
3617,Nordostpassagen 46,2014-04-02,Linnéstaden,Göteborg,3265000,96.0,4.0,
3618,Såggatan 20E,2014-04-02,Majorna,Göteborg,3210000,85.0,4.0,2.0
3619,Lilla Drottninggatan 4D,2014-04-02,Inom Vallgraven,Göteborg,2810000,59.0,2.0,3.0
3620,Vaktmästaregången 11,2014-04-02,Masthugget,Göteborg,2770000,79.5,3.0,
3621,Seglaregatan 4,2014-04-02,Majorna,Göteborg,1650000,50.5,2.0,
3622,Övre Husargatan 19,2014-04-02,Linnéstaden,Göteborg,4550000,107.0,3.5,1.0
3623,Övre Majorsgatan 14C,2014-04-02,Innerstaden,Göteborg,3260000,74.0,2.0,3.0
3624,De Geersgatan 14,2014-04-02,Lunden,Göteborg,1710000,52.5,2.0,
3625,Fastlagsgatan 2,2014-04-02,Kortedala,Göteborg,930000,51.5,2.0,
3626,Förstamajgatan 24,2014-04-02,Kortedala,Göteborg,1205000,69.0,3.0,
3627,Räntmästaregatan 26C,2014-04-02,Lunden,Göteborg,1750000,60.0,3.0,3.0
3628,Mattssonsliden 20,2014-04-02,Masthugget,Göteborg,2330000,66.0,2.0,
3629,Föreningsgatan 16,2014-04-02,Innerstaden,Göteborg,3800000,96.0,4.0,2.0
3630,Rubingatan 15,2014-04-02,Tynnered,Göteborg,1310000,68.0,3.0,3.0
3631,Liedstrandsgatan 10,2014-04-02,Lunden,Göteborg,2575000,54.0,2.0,5.0
3632,Cederflychts gata 5,2014-04-02,Backa,Göteborg,890000,66.0,2.0,
3633,Riddaregatan 19C,2014-04-02,Östra Centrum,Göteborg,2230000,64.0,2.5,3.0
3634,Kärralundsgatan 52A,2014-04-02,Kålltorp,Göteborg,1630000,58.0,1.0,3.0
3635,Gibraltargatan 62,2014-04-02,Innerstaden,Göteborg,2195000,75.0,3.0,3.0
3636,Blåsutgatan 15,2014-04-02,Majorna,Göteborg,2550000,67.0,3.0,1.0
3637,Hedåsgatan 9,2014-04-02,Lorensberg,Göteborg,4900000,111.0,3.5,
3638,Räntmästaregatan 26B,2014-04-02,Östra Centrum,Göteborg,1700000,60.0,3.0,1.0
3639,Kungsladugårdsgatan 11O,2014-04-02,Kungsladugård,Göteborg,1430000,35.0,1.0,
3640,Södra vägen 43,2014-11-25,Lorensberg,Göteborg,5250000,104.0,3.0,3.0
3641,Hjorthagsgatan 8E,2014-11-25,Masthugget,Göteborg,2230000,40.5,2.0,1.0
3642,Hagåkersgatan 14B,2014-11-25,Bosgården,Mölndal,1620000,55.0,2.0,
3643,Cederbourgsgatan 8,2014-11-25,Lorensberg,Göteborg,3200000,73.0,2.5,3.0
3644,Bäckebolsängen 28,2014-11-25,Hisings Backa,Göteborg,770000,53.5,1.5,
3645,Lillekärr Norra 110,2014-11-25,Hisings Kärra,Göteborg,1195000,76.0,3.0,2.0
3646,Göketorpsgatan 15,2014-11-25,Örgryte,Göteborg,1565000,41.0,1.0,3.0
3647,Kabelgatan 8,2014-11-25,Majorna,Göteborg,2370000,53.5,2.0,6.0
3648,Gröna gatan 35,2014-11-25,Majorna,Göteborg,3250000,100.0,4.0,7.0
3649,Gibsons väg 19,2014-11-25,Ugglum,Partille,2000000,82.0,3.5,2.0
3650,Hälleflundregatan 22,2014-11-24,Fiskebäck,Göteborg,4450000,102.0,4.0,2.0
3651,Skårsgatan 1,2014-11-24,Örgryte,Göteborg,5400000,128.0,5.0,1.0
3652,Ostindiefararen 31,2014-11-24,Eriksberg,Göteborg,2495000,57.5,2.0,5.0
3653,Kalendervägen 65,2014-11-24,Kortedala,Göteborg,1105000,53.5,2.0,
3654,Bågskyttegatan 1A,2014-11-24,Göteborg,Mölndal,1640000,72.0,3.0,2.0
3655,Räntmästaregatan 26E,2014-11-23,Örgryte,Göteborg,1750000,50.5,2.0,4.0
3656,Björkåsgatan 28A,2014-11-23,Centrum,Mölndal,3550000,117.0,3.0,4.0
3657,Kabelgatan 8,2014-11-23,Majorna,Göteborg,1840000,54.5,2.0,4.0
3658,Lådämnesgatan 13,2014-11-23,Östra Centrum,Göteborg,1710000,55.0,2.0,2.0
3659,Stabbegatan 9,2014-11-23,Alt,Göteborg,1775000,62.0,2.0,2.0
3660,Haga Nygata 18,2014-11-22,Haga,Göteborg,3225000,66.5,2.0,3.0
3661,Linnégatan 64,2014-11-22,Linné,Göteborg,2660000,56.0,2.0,3.0
3662,Steken 3C,2014-11-22,Agnesberg,Göteborg,795000,47.0,1.0,
3663,Kapplandsgatan 98,2014-11-22,Högsbo,Göteborg,1770000,55.0,2.0,2.0
3664,Stekastigen 4,2014-11-22,Lärjedalen,Göteborg,950000,60.5,2.0,2.0
3665,Steken 1J,2014-11-22,Lärjedalen,Göteborg,1050000,66.0,3.0,3.0
3666,Monsungatan 70,2014-11-22,Eriksberg,Göteborg,6395000,132.0,5.0,8.0
3667,Rubingatan 20,2014-11-21,Tynnered,Göteborg,1710000,59.0,2.0,1.0
3668,Mandolingatan 11,2014-11-21,Ruddalen,Göteborg,1875000,68.0,3.0,
3669,Kalendervägen 79,2014-11-21,Kortedala,Göteborg,595000,28.0,1.0,
3670,Kvillegatan 19,2014-11-21,Lundby,Göteborg,1585000,30.0,1.0,5.0
3671,Kennedygatan 16B,2014-11-21,Majorna,Göteborg,1800000,34.0,1.0,1.0
3672,Distansgatan 27,2014-11-21,Flatås,Göteborg,1300000,31.0,1.0,1.0
3673,Paradisgatan 14,2014-11-21,Masthugget,Göteborg,2315000,59.5,2.0,4.0
3674,Guldringen 34,2014-11-21,Tynnered,Göteborg,1970000,97.5,4.0,2.0
3675,Svängrumsgatan 38,2014-04-02,Frölunda,Göteborg,1750000,76.5,3.0,1.0
3676,Seminariegatan 18,2014-04-01,Linné,Göteborg,3940000,96.5,4.0,2.0
3677,Smörslottsgatan 65,2014-04-01,Östra Centrum,Göteborg,2580000,79.5,3.0,2.0
3678,Kärrhöksgatan 5C,2014-04-01,Kålltorp,Göteborg,2260000,64.0,3.0,2.0
3679,Topasgatan 85,2014-04-01,Tynnered,Göteborg,1175000,70.0,3.0,1.0
3680,Smörgatan 102,2014-04-01,Kallebäck,Göteborg,2480000,88.0,2.0,11.0
3681,Bergkristallsgatan 32,2014-04-01,Tynnered,Göteborg,695000,38.0,1.0,1.0
3682,Karlagatan 26B,2014-04-01,Lunden,Göteborg,1125000,25.0,1.0,2.0
3683,Guldringen 25,2014-04-01,Tynnered,Göteborg,1375000,64.0,2.0,3.0
3684,Kapplandsgatan 112,2014-04-01,Högsbo,Göteborg,2260000,80.0,4.0,
3685,Flöjtgatan 9,2014-04-01,Ruddalen,Göteborg,1350000,53.0,2.0,3.0
3686,Viloplatsen 6J,2014-03-31,Östra Centrum,Göteborg,2800000,73.0,3.0,2.0
3687,Såggatan 56B,2014-03-31,Majorna,Göteborg,2300000,52.0,2.0,4.0
3688,Godemansgatan 4B,2014-03-31,Hisingen,Göteborg,1190000,51.0,2.0,2.0
3689,Lövgatan 6E,2014-03-31,Enerbacken,Mölndal,1075000,40.0,1.0,
3690,Sandrevelsvägen 9,2014-03-31,Skogome,Göteborg,750000,34.0,1.0,
3691,Askåkersplan 20,2014-03-31,Askim Vita Fläcken,Göteborg,2100000,89.0,4.0,2.0
3692,Rönnerdahls gata 16,2014-03-31,Göteborg Västra Eriksberg,Göteborg,4200000,101.0,4.0,
3693,Nedergårdsgatan 4,2014-03-31,Kålltorp,Göteborg,3600000,100.0,4.0,2.0
3694,Gibraltargatan 56,2014-03-31,Johanneberg,Göteborg,1350000,27.0,1.0,1.0
3695,Kapplandsgatan 140,2014-03-30,Högsbo,Göteborg,1825000,66.0,3.0,
3696,Saxofongatan 2,2014-03-30,Ruddalen,Göteborg,1580000,74.0,4.0,3.0
3697,Fricksgatan 2C,2014-03-29,Norra Guldheden,Göteborg,1920000,51.5,2.0,2.0
3698,Östra Midvintersgatan 13,2014-03-29,Kortedala,Göteborg,855000,51.5,2.0,5.0
3699,Mattssonsliden 6,2014-03-29,Västra Centrum,Göteborg,3925000,106.5,4.0,3.0
3700,Distansgatan 21,2014-03-29,Flatås,Göteborg,1485000,71.0,3.0,1.0
3701,Ödmansgatan 2B,2014-03-28,Övre Eriksberg,Göteborg,1280000,63.0,2.0,1.0
3702,Lådämnesgatan 16,2014-03-28,Björkekärr,Göteborg,1480000,54.0,2.0,2.0
3703,Stampgatan 66,2014-03-28,Stampen,Göteborg,2550000,83.5,3.0,
3704,Daniel Petterssons gata 1B,2014-03-28,Norra Guldheden,Göteborg,2380000,68.0,2.5,3.0
3705,Raketgatan 8,2014-03-28,Norra Guldheden,Göteborg,1940000,57.0,2.0,1.0
3706,Trädgårdsgärdet 26,2014-03-28,Angered,Göteborg,670000,111.0,4.0,
3707,Lejonstensgatan 3,2014-03-28,Kikås,Mölndal,1310000,48.5,2.0,4.0
