,address,date,district,municipality,price,area,rooms,floor
2279,Rullharvsgatan 4A,2014-07-11,Bifrost,Mölndal,1500000,55.0,2.0,
2280,Högsbogatan 27,2014-07-11,Högsbo,Göteborg,2695000,95.0,3.0,4.0
2281,Gröna Annas gata 9,2014-07-11,Lundby,Göteborg,2115000,68.0,2.5,6.0
2282,Nimbusgatan 1,2014-07-11,Eriksberg,Göteborg,2820000,68.5,3.0,3.0
2283,Doktor Forselius gata 30,2014-07-11,Centrum,Göteborg,2530000,81.0,4.0,8.0
2284,Gamla Tuvevägen 16,2014-07-11,Lundby,Göteborg,2150000,77.5,3.0,1.0
2285,Ånäsvägen 8A,2014-07-11,Redbergsplatsen,Göteborg,2025000,65.0,3.0,1.0
2286,Kabelgatan 37D,2014-07-10,Majorna,Göteborg,2075000,54.0,2.0,2.0
2287,Doktor Hjorts gata 8A,2014-07-10,Guldheden,Göteborg,1700000,31.5,1.0,
2288,Kolonigatan 9F,2014-07-10,Landala,Göteborg,1500000,31.5,1.0,1.0
2289,Stabbegatan 87B,2014-07-10,Björkekärr,Göteborg,2215000,64.0,3.0,1.0
2290,Övralidsgatan 19,2014-07-10,Backa,Göteborg,800000,38.0,1.0,1.0
2291,Kapellgatan 14,2014-07-10,Vasastaden,Göteborg,2910000,66.0,2.0,2.0
2292,Eklandagatan 56A,2014-07-10,Johanneberg,Göteborg,1795000,45.0,2.0,2.0
2293,Kärralundsgatan 52C,2014-07-10,Kålltorp,Göteborg,1900000,50.0,2.0,2.0
2294,Haråsgatan 23,2014-07-10,Majorna,Göteborg,3025000,82.0,3.0,2.0
2295,Lillekärr Södra 144,2014-07-10,Hisings Kärra,Göteborg,1725000,104.0,4.0,
2296,Pinnharvsgatan 4E,2014-07-10,Bifrost,Mölndal,1850000,71.0,3.0,1.0
2297,Arvesgärde 39,2014-07-10,Tuve,Göteborg,1350000,81.5,3.0,
2298,Gröna gatan 29,2014-07-10,Majorna,Göteborg,2420000,82.0,3.0,2.0
2299,Västra Stillestorpsgatan 11,2014-07-10,Lundby,Göteborg,1150000,42.5,2.0,5.0
2300,Rustmästaregatan 23,2014-07-10,Kviberg,Göteborg,2225000,73.0,2.0,5.0
2301,Bågskyttegatan 2G,2014-07-10,Jungfruplatsen,Mölndal,1595000,55.0,2.0,
2302,Gibraltargatan 19A,2014-07-10,Centrum,Göteborg,2000000,45.5,2.0,4.0
2303,Sotenäsvägen 80,2014-07-10,Ugglum,Partille,1455000,50.0,2.0,3.0
2304,Olof Rudbecksgatan 17,2014-07-10,Centrum,Göteborg,2130000,51.5,2.0,1.0
2305,Gärdegatan 2A,2014-07-10,Krokslätt,Mölndal,2975000,105.0,4.0,2.0
2306,Kransen 4G,2014-07-10,Örgryte,Göteborg,1620000,55.5,2.0,1.0
2307,Badvädersgatan 23,2014-07-10,Biskopsgården,Göteborg,955000,67.0,3.0,2.0
2308,Gröna Annas gata 15,2014-07-10,Lundby,Göteborg,2025000,35.0,1.0,6.0
2309,Eklanda Slätt 48,2014-07-09,Eklanda,Mölndal,3020000,108.0,5.0,
2310,Björndammsterrassen 31,2014-07-09,Partille Björndammsterrassen,Partille,1910000,102.0,4.0,1.0
2311,Batterigatan 11D,2014-07-09,Gamlestaden,Göteborg,1530000,52.0,,
2312,Gamla Strandlinjen 4C,2014-07-09,Göteborg,Partille,1260000,56.5,2.0,4.0
2313,Hinderbanan 24,2014-07-09,Kortedala,Göteborg,1200000,33.0,1.5,1.0
2314,Kavaljersgatan 25,2014-07-08,Backa,Göteborg,700000,62.5,2.0,1.0
2315,Ceresplatsen 5,2014-07-08,Eriksberg,Göteborg,3510000,78.5,3.0,4.0
2316,Övre Hallegatan 20,2014-07-08,Hisingen,Göteborg,1650000,73.5,3.0,
2317,Linnégatan 63,2014-07-08,Linnéstaden,Göteborg,3400000,80.0,3.0,
2318,Burgårdsgatan 10,2014-07-08,Lorensberg,Göteborg,2625000,51.0,1.5,3.0
2319,Verkmästaregatan 1,2014-07-07,Lindholmen,Göteborg,2450000,62.5,2.0,
2320,Birgittagatan 1B,2014-07-07,Mjölby,Göteborg,465000,60.0,2.0,2.0
2321,Storhöjdsgatan 9,2014-07-07,Strömmensberg,Göteborg,1220000,37.0,1.0,4.0
2322,Hagåkersgatan 4A,2014-07-07,Bosgården,Mölndal,920000,18.5,1.0,3.0
2323,Kabelgatan 18,2014-07-07,Majorna,Göteborg,2575000,70.0,3.0,
2324,Johannebergsgatan 28,2014-07-06,Lorensberg,Göteborg,2200000,63.0,2.0,1.0
2325,Stampgatan 60B,2014-07-05,Centrum,Göteborg,3120000,77.0,3.0,
2326,Ekebygatan 10,2014-07-05,Hisingen,Göteborg,1250000,90.0,4.0,2.0
2327,Skäpplandsgatan 17,2014-07-04,Högsbo,Göteborg,1400000,56.0,2.0,1.0
2328,Norra Skeppspromenaden 10,2014-07-04,Lundby,Göteborg,3150000,86.5,3.0,
2329,Cederflychts gata 1,2014-07-04,Backa,Göteborg,730000,40.0,1.0,1.0
2330,Karin Boyes gata 12,2014-07-04,Prippska Tomten,Göteborg,2320000,60.5,2.0,3.0
2331,Ryttaregatan 8B,2014-07-04,Gamlestaden,Göteborg,1650000,54.0,2.0,3.0
2332,Soldathemsgatan 13,2014-07-04,Kortedala,Göteborg,1750000,54.0,2.0,4.0
2333,Fyrmästaregången 8,2014-07-04,Masthugget,Göteborg,3880000,106.5,4.0,4.0
2334,Paradisvägen 4,2014-07-04,Paradiset,Partille,1825000,70.0,3.0,
2335,Vintervädersgatan 15,2014-07-04,Biskopsgården,Göteborg,380000,19.5,1.0,
2336,Cederflychts gata 13,2014-07-03,Backadalen,Göteborg,1080000,93.5,4.0,
2337,Silvermyntsgatan 16,2014-07-03,Högsbo,Göteborg,1995000,74.0,3.0,3.0
2338,Brunnehagen 46,2014-07-03,Hisingen,Göteborg,1180000,61.5,2.0,2.0
2339,Fyrverkaregatan 2,2014-07-03,Centrum,Göteborg,2600000,60.0,2.0,
2340,Helmutsrogatan 5A,2014-07-03,Johanneberg,Göteborg,1500000,37.0,1.0,1.0
2341,Vantgatan 1C,2014-07-03,Majorna,Göteborg,2200000,54.0,2.0,1.0
2342,Kungsladugårdsgatan 15,2014-07-03,Kungsladugård,Göteborg,1900000,31.5,1.0,1.0
2343,Fjällgatan 9N,2014-07-03,Masthugget,Göteborg,1860000,35.0,1.0,1.0
2344,Ernst Torulfsgatan 15A,2014-07-03,Munkebäck,Göteborg,1550000,37.5,1.0,3.0
2345,Orustgatan 14A,2014-07-03,Sandarna,Göteborg,2250000,73.0,3.0,
2346,Dalhemsgatan 9,2014-07-03,Krokslätt,Mölndal,2500000,65.0,3.0,
2347,Långängen 17C,2014-07-03,Hisingen,Göteborg,1550000,53.5,2.0,1.0
2348,Lillekärr Södra 122,2014-07-03,Hisings Kärra,Göteborg,1205000,62.0,2.0,1.0
2349,Rundbäcksgatan 11,2014-07-03,Hisingen,Göteborg,1650000,40.5,2.0,2.0
2350,Blandsädesgatan 2C,2014-07-03,Bifrost,Mölndal,1600000,80.0,3.0,2.0
2351,Lars Kaggsgatan 30C,2014-07-03,Gamlestaden,Göteborg,1380000,39.5,1.5,3.0
2352,Hermelinsvägen 15,2014-07-03,Sävedalen,Partille,3060000,100.0,5.0,
2353,Drottninggatan 77,2014-07-03,Inom Vallgraven,Göteborg,5015000,136.0,2.5,
2354,Chalmersgatan 18,2014-07-03,Lorensberg,Göteborg,3500000,68.0,2.0,
2355,Skrittgatan 6A,2014-07-03,Mölndal-Åby,Mölndal,1730000,78.0,3.0,1.0
2356,Stampgatan 22C,2014-07-03,Centrum,Göteborg,2610000,69.5,2.0,
2357,Gräddgatan 10,2014-07-03,Kallebäck,Göteborg,1220000,30.0,1.5,2.0
2358,Kastvindsgatan 1,2014-07-03,Lundby,Göteborg,1300000,70.5,3.0,3.0
2359,Långåkern 5,2014-07-02,Sävedalen,Partille,1525000,82.5,3.0,
2360,Mogatan 71,2014-07-02,Gunnebodal,Mölndal,2270000,72.0,3.0,
2361,Häradsgatan 26B,2014-07-02,Bosgården,Mölndal,1080000,28.0,1.0,1.0
2362,Flöjtgatan 7,2014-07-02,Ruddalen,Göteborg,1520000,52.5,2.0,
2363,Blåsutgatan 9B,2014-07-02,Majorna,Göteborg,1975000,47.0,2.0,2.0
2364,Nordenskiöldsgatan 30A,2014-07-02,Linné,Göteborg,4625000,107.0,3.0,2.0
2365,Gärdegatan 2A,2014-07-02,Krokslätt,Mölndal,2000000,62.5,2.0,2.0
2366,Grenvägen 7,2014-07-02,Furulund,Partille,1250000,90.5,3.0,
2367,Arsenalsgatan 12C,2014-07-02,Kungshöjd,Göteborg,2300000,32.0,1.5,1.0
2368,Eklanda Skog 99,2014-07-02,Eklanda,Mölndal,975000,38.0,1.0,2.0
2369,Eklandagatan 45B,2014-07-02,Johanneberg,Göteborg,1800000,37.0,1.5,4.0
2370,Gamla Strandlinjen 4B,2014-07-01,Göteborg,Partille,1060000,56.5,2.0,
2371,Kusttorget 2,2014-07-01,Majorna,Göteborg,2150000,60.0,2.0,5.0
2372,Fastlagsgatan 39,2014-07-01,Kortedala,Göteborg,900000,60.0,2.0,
2373,Fagottgatan 10,2014-07-01,Ruddalen,Göteborg,1100000,31.5,1.0,
2374,Fredbergsgatan 3C,2014-07-01,Majorna,Göteborg,2180000,46.0,2.0,2.0
2375,Fagottgatan 8,2014-07-01,Ruddalen,Göteborg,1350000,58.5,2.0,8.0
2376,Basungatan 40,2014-06-30,Ruddalen,Göteborg,1070000,26.0,1.0,
2377,Ahrenbergsgatan 24A,2014-06-30,Östra Centrum,Göteborg,2000000,50.0,2.0,3.0
2378,Postgatan 1,2014-06-30,Centrum,Göteborg,3265000,92.0,2.5,1.0
2379,Fjärde Långgatan 25,2014-06-30,Linné,Göteborg,3350000,75.5,3.0,
2380,Soldathemsgatan 18,2014-06-30,Kviberg,Göteborg,1580000,46.0,2.0,4.0
2381,Virvelvindsgatan 6,2014-06-30,Lundby,Göteborg,1940000,89.0,4.0,
2382,Basungatan 5,2014-06-29,Ruddalen,Göteborg,1630000,55.0,2.0,2.0
2383,Bergkristallsgatan 22,2014-06-29,Tynnered,Göteborg,1075000,66.0,2.0,1.0
2384,Räntmästaregatan 26F,2014-06-29,Lunden,Göteborg,1660000,51.0,2.0,2.0
2385,Chapmansgatan 4,2014-06-28,Majorna,Göteborg,3100000,96.0,4.0,4.0
2386,Bangatan 56,2014-06-28,Masthugget,Göteborg,1850000,41.0,1.0,8.0
2387,Gibraltargatan 56,2014-06-28,Johanneberg,Göteborg,1750000,31.0,1.0,4.0
2388,Åkereds Äng 18,2014-06-28,Näset-Åkered,Göteborg,2850000,89.0,3.0,1.0
2389,Astris gata 80,2014-06-28,Eriksberg,Göteborg,2435000,66.0,3.0,2.0
2390,Haga Kyrkogata 18A,2014-06-28,Vasastaden,Göteborg,4450000,95.0,3.0,3.0
2391,Nordhemsgatan 27A,2014-06-28,Linnéstaden,Göteborg,2900000,58.0,2.0,2.0
2392,Vaktmästaregången 7,2014-06-28,Masthugget,Göteborg,2975000,73.0,3.0,3.0
2393,Sveagatan 25,2014-06-28,Linnéstaden,Göteborg,4350000,118.5,5.0,
2394,Utåkravägen 12,2014-06-28,Sävedalen,Partille,2185000,101.5,4.0,1.0
2395,Kobergsgatan 25,2014-06-27,Strömmensberg,Göteborg,2100000,56.5,2.0,4.0
2396,Hjorthagsgatan 10G,2014-06-27,Masthugget,Göteborg,2320000,54.0,3.0,
2397,Ostindiefararen 47,2014-06-27,Eriksberg,Göteborg,3060000,64.0,2.0,3.0
2398,Lillekärr Norra 60,2014-06-27,Hisings-Kärra,Göteborg,805000,39.5,1.0,2.0
2399,Stabbegatan 75,2014-06-27,Björkekärr,Göteborg,1850000,53.0,2.0,2.0
2400,Basungatan 40,2014-06-27,Ruddalen,Göteborg,1410000,47.5,1.5,
2401,Kvadrantgatan 64,2014-06-27,Bergsjön,Göteborg,620000,81.0,4.0,
2402,Björndammsterrassen 41,2014-06-27,Göteborg,Partille,1250000,69.0,2.0,1.0
2403,Östanvindsgatan 9D,2014-06-27,Lundby,Göteborg,1160000,42.0,2.0,1.0
2404,Nordhemsgatan 62,2014-06-27,Linnéstaden,Göteborg,2900000,57.0,2.0,4.0
2405,Stockholmsgatan 40E,2014-06-27,Bagaregården,Göteborg,1650000,36.0,1.0,1.0
2406,Gyllenkrooksgatan 15,2014-06-27,Johanneberg,Göteborg,2950000,70.0,3.0,
2407,Kobergsgatan 4,2014-06-27,Strömmensberg,Göteborg,1500000,38.5,2.0,3.0
2408,Adler Salvius gata 3,2014-06-27,Centrum,Göteborg,3225000,81.5,3.5,4.0
2409,Övre Husargatan 27,2014-06-27,Linné,Göteborg,3950000,77.0,3.0,6.0
2410,Ahrenbergsgatan 4B,2014-06-27,Munkebäck,Göteborg,1470000,48.0,2.0,
2411,Eklandagatan 14,2014-06-27,Lorensberg,Göteborg,3560000,88.0,2.5,
2412,Norra Nedanvägsgatan 6G,2014-06-27,Åby,Mölndal,1320000,78.0,3.0,
2413,Lagmansgatan 4B,2014-06-27,Kålltorp,Göteborg,1800000,57.0,2.0,2.0
2414,Heidenstams gata 7,2014-06-27,Hisings Backa,Göteborg,995000,91.0,4.0,1.0
2415,Kärralundsgatan 12B,2014-06-27,Örgryte,Göteborg,2980000,126.0,5.0,
2416,Sonettgatan 6,2014-06-26,Hisings Backa,Göteborg,1010000,102.5,3.0,
2417,Molnvädersgatan 24,2014-06-26,Biskopsgården,Göteborg,1210000,64.5,3.0,
2418,Turkosgatan 49,2014-06-26,Tynnered,Göteborg,2030000,113.0,5.0,
2419,Parkgatan 8B,2014-06-26,Centrum,Göteborg,1495000,29.0,1.0,1.0
2420,Friggagatan 7B,2014-06-26,Centrum,Göteborg,2500000,77.0,3.0,
2421,Övre Hallegatan 26,2014-06-26,Hisingen,Göteborg,1500000,68.0,2.0,
2422,Gibraltargatan 21B,2014-06-26,Johanneberg,Göteborg,1730000,25.0,1.0,1.0
2423,Måns Bryntessonsgatan 23C,2014-06-26,Gamlestaden,Göteborg,1155000,51.0,2.0,2.0
2424,Blåhammarsgatan 11,2014-06-26,Strömmensberg,Göteborg,1730000,44.5,2.0,1.0
2425,Stabbegatan 69,2014-06-26,Björkekärr,Göteborg,1785000,53.0,2.0,1.0
2426,Kapplandsgatan 12,2014-06-26,Högsbo,Göteborg,2090000,66.0,3.0,3.0
2427,Rustmästaregatan 25,2014-06-26,Kviberg,Göteborg,1700000,67.0,2.0,
2428,Olivedalsgatan 4,2014-06-26,Linné,Göteborg,3330000,88.0,3.0,6.0
2429,Teknologgatan 2,2014-06-26,Nedre Johanneberg,Göteborg,4350000,73.0,3.0,3.0
2430,Övre Fogelbergsgatan 3,2014-06-25,Vasastaden,Göteborg,5800000,143.5,5.0,6.0
2431,Rubingatan 16,2014-06-25,Tynnered,Göteborg,1285000,79.5,3.0,
2432,Fiolgatan 4,2014-06-25,Ruddalen,Göteborg,1680000,57.5,2.0,
2433,Sanatoriegatan 66,2014-06-25,Kålltorp,Göteborg,1950000,45.0,1.5,3.0
2434,Storkgatan 6O,2014-06-25,Bagaregården,Göteborg,1475000,35.5,1.0,1.0
2435,Arvesgärde 30,2014-06-25,Tuve,Göteborg,1325000,81.5,3.0,
2436,Smörgatan 102,2014-06-25,Kallebäck,Göteborg,2700000,112.5,4.0,
2437,Karl Staaffsgatan 20C,2014-06-25,Centrala-Hisingen,Göteborg,1465000,54.0,2.0,3.0
2438,Arvesgärde 7,2014-06-25,Tuve,Göteborg,1281000,65.5,2.0,
2439,Bellmansgatan 11B,2014-06-25,Vasastaden,Göteborg,2420000,49.0,2.0,2.0
2440,Toltorpsgatan 39D,2014-06-25,Toltorpsdalen,Mölndal,1825000,70.0,3.0,3.0
2441,Hedåsgatan 14,2014-06-25,Lorensberg,Göteborg,2795000,59.0,2.0,1.0
2442,Virvelvindsgatan 6,2014-06-25,Centrala-Hisingen,Göteborg,1460000,66.0,3.0,1.0
2443,Kavaljersgatan 8A,2014-06-24,Backa,Göteborg,845000,65.0,2.0,
2444,Fagottgatan 6,2014-06-24,Ruddalen,Göteborg,1340000,58.5,2.0,
2445,Fänriksgatan 6B,2014-06-24,Gamlestaden,Göteborg,1050000,62.0,2.0,
2446,Solrosgatan 18C,2014-06-24,Kålltorp,Göteborg,2120000,60.0,2.0,3.0
2447,Sprintergången 9,2014-06-24,Biskopsgården,Göteborg,1050000,92.0,4.0,
2448,Marklandsgatan 71,2014-06-24,Högsbo,Göteborg,1690000,69.0,3.0,
2449,Soldathemsgatan 20,2014-06-23,Kortedala,Göteborg,1700000,55.0,2.0,4.0
2450,Transistorgatan 23,2014-06-23,Järnbrott,Göteborg,1825000,52.0,2.0,
2451,Askåkersplan 32,2014-06-23,Askim,Göteborg,1700000,75.5,3.0,2.0
2452,Kapplandsgatan 84B,2014-06-23,Högsbo,Göteborg,1760000,66.0,3.0,1.0
2453,Lillekärr Södra 166,2014-06-23,Hisings Kärra,Göteborg,1165000,62.0,2.0,
2454,Jenny Lindsgatan 8,2014-06-23,Lunden,Göteborg,2510000,62.0,3.0,3.0
2455,Olivedalsgatan 16,2014-06-23,Linnéstaden,Göteborg,3700000,73.0,2.5,4.0
2456,Högtrycksgatan 3,2014-06-23,Länsmansgården,Göteborg,910000,60.5,2.0,
2457,Nilssonsberg 22,2014-06-23,Centrum,Göteborg,3000000,75.0,3.0,
2458,Egnahemsvägen 22C,2014-06-23,Innerstaden,Göteborg,1800000,54.0,2.0,2.0
2459,Kolonigatan 1B,2014-06-22,Landala Egnahem,Göteborg,3545000,103.0,4.0,
2460,Ängemarken 9,2014-06-21,Norra Guldheden,Göteborg,1890000,51.5,2.0,1.0
2461,Lillekärr Södra 122,2014-06-20,Hisings Kärra,Göteborg,900000,46.5,1.0,
2462,Arvid Lindmansgatan 19D,2014-06-20,Hisingen,Göteborg,1540000,63.0,3.0,3.0
2463,Marklandsgatan 55,2014-06-20,Marklandsgatan,Göteborg,1820000,57.5,2.0,7.0
2464,Bergkristallsgatan 42,2014-06-20,Tynnered,Göteborg,1510000,121.0,4.0,
2465,Ånäsvägen 54A,2014-06-20,Örgryte,Göteborg,2300000,72.0,3.0,
2466,Norra Skeppspromenaden 13,2014-06-20,Lundby,Göteborg,2900000,82.5,3.0,4.0
2467,Räntmästaregatan 21C,2014-06-20,Örgryte,Göteborg,2220000,60.0,3.0,4.0
2468,Vintervädersgatan 5,2014-06-20,Biskopsgården,Göteborg,1000000,67.0,3.0,3.0
2469,Mariagatan 21C,2014-06-20,Kungsladugård,Göteborg,4100000,114.0,4.0,
2470,Kastellgatan 4,2014-06-20,Linnéstaden,Göteborg,2550000,56.0,2.0,1.5
2471,Lilla Marconigatan 7,2014-06-20,Frölunda,Göteborg,1760000,55.0,2.0,2.0
2472,Kobergsgatan 8,2014-06-19,Örgryte,Göteborg,1550000,40.0,2.0,
2473,Björcksgatan 51C,2014-06-19,Kålltorp,Göteborg,1210000,37.0,1.0,3.0
2474,Torallagatan 4B,2014-06-19,Bosgården,Mölndal,1360000,54.5,2.0,
2475,Nordostpassagen 17,2014-06-19,Linnéstaden,Göteborg,2400000,54.0,1.5,
2476,Kustgatan 14A,2014-06-19,Majorna,Göteborg,1560000,36.0,1.0,1.0
2477,Guldringen 9,2014-06-19,Guldringen,Göteborg,2000000,81.0,3.0,3.0
2478,Trädgårdsgärdet 66,2014-06-19,Angered,Göteborg,810000,80.0,3.0,
2479,Trädgårdsgärdet 34,2014-06-19,Angered,Göteborg,860000,111.0,4.0,
2480,Seglaregatan 4,2014-06-19,Majorna,Göteborg,1350000,37.5,1.0,3.0
2481,Frödingsgatan 8B,2014-06-19,Strömmensberg,Göteborg,1380000,39.0,1.0,4.0
2482,Kompassgatan 7,2014-06-19,Masthugget,Göteborg,2120000,55.5,1.5,
2483,Härlandavägen 19,2014-06-19,Härlanda,Göteborg,2425000,58.0,2.0,
2484,Parkgatan 8B,2014-06-19,Centrum,Göteborg,2500000,60.0,2.0,
2485,Alfhemsgatan 3,2014-06-19,Linnéstaden,Göteborg,5300000,106.0,3.0,3.0
2486,Carnegiegatan 17A,2014-12-03,Kungsladugård,Göteborg,3725000,73.0,3.0,3.0
2487,Fjällgatan 24C,2014-12-03,Masthugget,Göteborg,2650000,68.0,2.0,
2488,Allmänna vägen 40E,2014-12-03,Majorna,Göteborg,3260000,82.0,3.0,
2489,Tage Madsens väg 23A,2014-12-03,Göteborg,Partille,2540000,113.0,5.0,
2490,Nedre Matrosgatan 17,2014-12-03,Gamla Masthugget,Göteborg,2850000,68.0,3.0,1.0
2491,Skånegatan 25,2014-12-03,Lorensberg,Göteborg,5300000,120.0,4.0,5.0
2492,Nordhemsgatan 52,2014-12-03,Linnéstaden,Göteborg,4550000,79.0,3.0,2.0
2493,Seglaregatan 10,2014-12-03,Majorna,Göteborg,1900000,53.0,2.0,
2494,Kjellbergsgatan 8,2014-12-03,Nedre Johanneberg,Göteborg,4050000,75.0,2.0,2.0
2495,Kvillegatan 33,2014-12-03,Hisingen,Göteborg,2995000,90.0,4.0,
2496,Engelbrektsgatan 57,2014-12-03,Lorensberg,Göteborg,7950000,130.5,3.0,7.0
2497,Södra vägen 71,2014-12-03,Lorensberg,Göteborg,2800000,80.0,3.5,1.0
2498,Kaggeledsgatan 38B,2014-12-02,Munkebäck,Göteborg,2800000,84.5,3.0,5.0
2499,Hästhagen 18,2014-12-02,Angered,Göteborg,1030000,84.0,4.0,
2500,Fiolgatan 8,2014-12-02,Västra Frölunda,Göteborg,1910000,57.5,2.0,11.0
2501,Fullblodsgatan 7B,2014-12-02,Åby,Mölndal,1200000,36.5,1.5,2.0
2502,Kungälvsgatan 1B,2014-12-02,Bagaregården,Göteborg,1950000,40.0,1.5,1.0
2503,Konsertgatan 13,2014-12-02,Högsbo-Kaverös,Göteborg,2220000,79.5,3.5,
2504,Nordenskiöldsgatan 4,2014-12-02,Linnéstaden,Göteborg,3750000,86.0,3.0,
2505,Fiolgatan 8,2014-12-02,Ruddalen,Göteborg,1535000,38.0,1.0,4.0
2506,Räntmästaregatan 21F,2014-12-02,Lunden,Göteborg,2400000,51.0,2.0,3.0
2507,Toppsegelsgatan 9,2014-12-02,Västra Centrum,Göteborg,1750000,45.0,1.0,3.0
2508,Astris gata 88,2014-12-02,Lundby,Göteborg,2250000,58.0,2.0,2.0
2509,Hinderbanan 22,2014-12-02,Kviberg,Göteborg,2250000,70.0,3.0,3.0
2510,Akkas gata 48,2014-12-02,Backa,Göteborg,915000,74.5,3.0,1.0
2511,Gladiolusgatan 1A,2014-12-01,Broslätt,Mölndal,1510000,48.0,2.0,1.0
2512,Kapplandsgatan 94,2014-12-01,Högsbo,Göteborg,2045000,66.0,3.0,
2513,Blåsutgatan 9B,2014-12-01,Majorna,Göteborg,2050000,47.0,2.0,1.0
2514,Gröna Annas gata 1,2014-12-01,Porslinsfabriken,Göteborg,2520000,68.0,2.0,9.0
2515,Thorburnsgatan 10,2014-11-30,Johanneberg,Göteborg,1725000,36.0,1.0,1.0
2516,Erik Dahlbergsgatan 35B,2014-11-30,Vasastaden,Göteborg,2910000,56.0,2.0,1.0
2517,Arsenalsgatan 8,2014-11-30,Kungshöjd,Göteborg,8300000,112.0,4.0,6.0
2518,Linnégatan 76,2014-11-30,Innerstaden,Göteborg,3520000,63.5,2.0,
2519,Föreningsgatan 3A,2014-11-30,Vasastaden,Göteborg,2625000,66.0,2.0,3.0
2520,Antenngatan 25B,2014-11-30,Järnbrott,Göteborg,1580000,64.0,3.0,2.0
2521,Nordostpassagen 33,2014-06-19,Linnéstaden,Göteborg,2100000,126.0,4.0,1.0
2522,Rubingatan 27,2014-06-19,Tynnered,Göteborg,725000,36.5,1.0,3.0
2523,Såggatan 50A,2014-06-19,Majorna,Göteborg,2200000,64.0,2.0,2.0
2524,Kapplandsgatan 4,2014-06-19,Högsbo,Göteborg,2445000,87.0,4.0,2.0
2525,Terrassgatan 1,2014-06-19,Nedre Johanneberg,Göteborg,5200000,130.0,4.0,1.0
2526,Batterigatan 11A,2014-06-19,Kortedala,Göteborg,1120000,37.0,1.0,1.0
2527,Eklandagatan 54E,2014-06-19,Centrum,Göteborg,2410000,55.0,3.0,4.0
2528,Pinnharvsgatan 1E,2014-06-19,Bifrost,Mölndal,1450000,50.0,2.0,
2529,Stenkastsgatan 11,2014-06-19,Högsbo,Göteborg,1660000,76.0,3.0,
2530,Bågskyttegatan 2H,2014-06-19,Jungfruplatsen,Mölndal,2650000,84.5,4.0,3.0
2531,Kransen 4C,2014-06-19,Strömmensberg,Göteborg,1960000,55.5,2.0,3.0
2532,Fastlagsgatan 8,2014-06-19,Kortedala,Göteborg,1085000,66.5,3.0,
2533,Munkebäcksgatan 44A,2014-06-19,Kålltorp,Göteborg,1660000,47.0,2.0,
2534,Ånäsvägen 16D,2014-06-19,Örgryte,Göteborg,1500000,51.0,2.0,1.0
2535,Lindholmsallén 53,2014-06-19,Lindholmen,Göteborg,2595000,85.0,4.0,2.0
2536,Regnvädersgatan 1,2014-06-19,Biskopsgården,Göteborg,1220000,71.0,3.0,5.0
2537,Birkagatan 18A,2014-06-19,Örgryte,Göteborg,2120000,61.0,2.0,3.0
2538,Växthusgatan 1A,2014-06-19,Centrum Mölndal,Mölndal,1635000,77.0,3.0,
2539,Storhöjdsgatan 17B,2014-06-19,Strömmensberg,Göteborg,2170000,57.0,2.0,4.0
2540,Nymilsgatan 9,2014-06-19,Flatås,Göteborg,1555000,63.0,2.0,
2541,Doktor Forselius gata 34,2014-06-19,Centrum,Göteborg,2715000,81.5,4.0,8.0
2542,Kvillegatan 3,2014-06-19,Porslinsfabriken,Göteborg,1830000,58.0,2.0,2.0
2543,Sofiagatan 54H,2014-06-19,Strömmensberg,Göteborg,2675000,70.0,3.5,3.0
2544,Saxofongatan 6,2014-06-19,Ruddalen,Göteborg,1515000,54.0,2.0,2.0
2545,Linnégatan 76,2014-06-19,Linnéstaden,Göteborg,3500000,79.5,3.0,
2546,Rambergsvägen 23A,2014-06-19,Hisingen,Göteborg,1725000,54.0,3.0,3.0
2547,Lundehagsgatan 5,2014-06-19,Örgryte,Göteborg,1400000,46.0,2.0,3.0
2548,Formskäraregatan 3,2014-06-19,Johanneberg,Göteborg,1620000,30.0,1.5,1.0
2549,Vegagatan 52,2014-06-19,Linnéstaden,Göteborg,4650000,87.0,3.0,1.0
2550,Gustavsgatan 53,2014-06-19,Örgryte,Göteborg,1605000,57.0,2.0,2.0
2551,Nilssonsberg 23,2014-06-18,Annedal,Göteborg,4450000,103.0,4.0,7.0
2552,Sprintergången 16,2014-06-18,Biskopsgården,Göteborg,1050000,92.0,4.0,
2553,Guldpokalsgatan 5B,2014-06-18,Hisingen Wieselgren,Göteborg,1225000,36.5,1.0,3.0
2554,Dalheimersgatan 3B,2014-06-18,Norra Guldheden,Göteborg,2150000,64.0,2.0,2.0
2555,Seglaregatan 35,2014-06-18,Majorna,Göteborg,2750000,92.0,4.0,4.0
2556,Övralidsgatan 21,2014-06-18,Hisings Backa,Göteborg,820000,38.0,1.5,5.0
2557,Fjärde Långgatan 20,2014-06-18,Linnéstaden,Göteborg,3110000,62.5,2.0,4.0
2558,Nordostpassagen 12,2014-06-18,Linnéstaden,Göteborg,2900000,69.0,3.0,10.0
2559,Bratteråsgatan 62,2014-06-18,Eriksberg,Göteborg,3115000,84.0,3.0,
2560,Vingagatan 4B,2014-06-18,Majorna,Göteborg,1550000,38.0,1.0,2.0
2561,Mariagatan 20B,2014-06-18,Kungsladugård,Göteborg,1765000,38.5,1.0,2.0
2562,Kvadrantgatan 48,2014-06-18,Bergsjön,Göteborg,390000,62.0,2.0,2.0
